,Test predictions,Actual
558,400.6675,301.2383333333333
559,322.92896,244.38166666666663
560,281.86584,94.15833333333336
561,224.9139,28.363333333333333
562,177.06738,46.28
563,157.28615,140.13166666666666
564,192.54959,100.97166666666664
565,168.56264,52.715
566,134.59767,21.73
567,96.79453,87.21666666666665
568,145.91457,293.91333333333336
569,293.04852,348.16800000000006
570,332.66534,398.4866666666667
571,390.18646,438.38166666666666
572,429.67224,449.48500000000007
573,441.70868,501.9266666666667
574,496.367,462.435
575,458.70654,421.43
576,430.8878,474.03
577,483.06226,485.0016666666667
578,481.15448,501.47
579,494.01187,459.7483333333333
580,458.20425,444.8440000000001
581,451.90134,441.4916666666666
582,450.4598,400.3366666666666
583,414.0113,208.676
584,279.02484,89.87
585,224.78505,50.93333333333333
586,163.44398,46.30666666666667
587,119.01852,55.57000000000001
588,116.720375,47.66333333333333
589,112.96643,42.79333333333333
590,104.60902,66.87
591,124.56028,97.98000000000002
592,150.02951,222.92
593,229.83435,413.655
594,426.3871,456.26833333333326
595,434.94278,449.915
596,435.36377,463.086
597,463.4748,435.73
598,437.4995,409.71
599,420.8978,390.59
600,406.6303,390.5916666666666
601,408.16113,430.185
602,443.9325,399.535
603,407.70032,352.98
604,369.13385,359.82
605,382.8095,371.0466666666667
606,389.65378,332.2583333333333
607,348.90146,160.14666666666668
608,249.60669,75.65833333333332
609,197.73732,46.246
610,149.70088,33.725
611,108.90033,54.16833333333333
612,122.505615,58.822
613,126.46352,83.185
614,140.47893,94.095
615,151.2231,94.34166666666668
616,150.08977,216.51
617,220.13022,379.79833333333335
618,378.67334,438.81666666666666
619,416.44556,423.7716666666667
620,414.99646,428.9500000000001
621,435.40915,405.1466666666667
622,412.9668,410.3883333333333
623,422.35452,398.41
624,409.22107,335.525
625,351.7069,329.665
626,356.60303,340.0833333333333
627,364.38892,351.7383333333334
628,373.42578,274.74666666666667
629,306.33545,307.632
630,336.5209,278.605
631,306.29865,137.07999999999998
632,225.0041,70.16666666666667
633,172.40948,36.315
634,127.38192,25.89166666666667
635,101.39472,33.41833333333333
636,84.78309,38.32599999999999
637,80.17441,65.42333333333333
638,127.039314,85.64666666666666
639,156.65446,101.92666666666668
640,158.09848,196.8983333333333
641,208.06902,377.92
642,380.02112,411.7433333333333
643,385.91077,419.145
644,413.42776,426.7316666666666
645,432.20468,388.6166666666666
646,397.2222,345.6983333333333
647,362.2644,296.86
648,329.3441,336.63666666666666
649,366.8836,312.056
650,336.60724,293.71833333333336
651,325.1752,326.33500000000004
652,353.63068,327.968
653,350.4302,282.16
654,312.96204,251.34833333333336
655,287.76843,87.00833333333334
656,183.27458,45.321666666666665
657,139.11241,26.326666666666668
658,113.12361,18.555000000000003
659,91.562416,27.62166666666667
660,67.46171,45.56666666666666
661,92.310326,67.45666666666668
662,142.06479,69.99
663,157.65044,79.8
664,156.26033,167.35666666666668
665,192.70287,314.80333333333334
666,305.68787,371.99000000000007
667,348.1543,448.375
668,441.09045,405.66833333333335
669,403.26562,398.18000000000006
670,409.56512,369.1966666666667
671,382.19055,377.645
672,395.2193,384.545
673,398.1581,386.0266666666667
674,398.476,418.84
675,430.78394,417.29833333333335
676,423.1493,375.026
677,384.96317,353.78000000000003
678,370.89636,344.7150000000001
679,363.82654,168.285
680,254.39221,58.17333333333334
681,179.86684,50.21666666666667
682,143.48415,66.04166666666667
683,139.78847,48.405
684,115.59774,50.501666666666665
685,110.86942,55.13
686,115.865036,79.20666666666666
687,138.41808,97.678
688,149.69312,215.335
689,220.08061,333.084
690,321.05185,407.12
691,400.07336,352.17833333333334
692,345.08575,354.58
693,374.36438,308.59166666666664
694,333.90643,362.72
695,391.012,378.07166666666666
696,392.39813,322.24499999999995
697,340.22305,327.51000000000005
698,353.48373,280.96333333333337
699,314.21298,294.89000000000004
700,326.86462,297.1083333333333
701,325.88412,275.84333333333336
702,306.0551,295.6233333333334
703,320.16714,224.662
704,265.8585,97.30333333333331
705,199.03624,47.35666666666666
706,153.54128,32.43
707,113.653725,100.712
708,156.93448,102.30166666666666
709,156.42162,82.62833333333334
710,143.83719,81.29833333333333
711,144.16194,88.73500000000001
712,147.17406,225.94000000000003
713,223.70436,380.7916666666667
714,376.0021,415.785
715,390.70865,373.32666666666665
716,371.31778,402.556
717,418.6211,396.575
718,406.1147,330.715
719,348.13452,315.175
720,344.20236,304.52000000000004
721,335.79034,324.432
722,352.50204,335.46333333333337
723,358.4546,332.56333333333333
724,353.59863,365.4966666666666
725,387.8072,360.25500000000005
726,375.3858,348.78666666666663
727,365.8001,250.42500000000004
728,285.7956,90.21500000000002
729,214.65236,56.566
730,171.61748,32.61666666666667
731,129.9631,51.98333333333333
732,124.68688,114.38666666666666
733,162.79091,132.21166666666667
734,169.24236,92.232
735,154.53658,82.09333333333335
736,146.61896,109.76166666666668
737,159.36806,196.49
738,206.3486,316.17333333333335
739,302.5602,353.35
740,332.80084,386.33166666666665
741,378.6089,419.205
742,425.9678,543.4266666666667
743,524.3169,536.274
744,508.6952,498.0766666666666
745,485.49976,446.1166666666666
746,448.28363,375.545
747,396.25946,312.2916666666667
748,352.22705,325.59833333333336
749,366.21655,338.624
750,368.60452,289.03000000000003
751,314.694,194.06
752,250.06497,73.50166666666667
753,197.28207,41.495
754,160.63051,66.78166666666668
755,155.68094,63.635
756,148.67549,50.2
757,137.52116,35.455000000000005
758,112.61149,34.1
759,92.29652,36.13333333333333
760,86.72619,59.07333333333335
761,124.78808,80.92
762,144.58833,99.39833333333335
763,153.25264,110.07
764,162.02625,133.625
765,170.7352,203.274
766,208.2479,288.35
767,277.61603,352.3633333333334
768,340.9496,322.58666666666664
769,315.55832,290.45
770,299.04968,299.27200000000005
771,312.07535,277.635
772,292.69864,259.0216666666666
773,274.73233,214.045
774,246.1305,222.485
775,248.9308,118.63999999999996
776,210.93172,76.33166666666666
777,170.82344,87.68333333333334
778,159.64832,94.40333333333332
779,160.61128,85.52833333333332
780,153.24751,66.67
781,138.80363,81.17333333333333
782,146.37575,62.21666666666668
783,138.247,53.424
784,132.63301,74.92166666666667
785,145.2073,102.628
786,158.74577,102.29833333333332
787,158.58049,166.74333333333334
788,189.59532,213.3033333333333
789,223.55183,199.2966666666667
790,217.63618,298.808
791,291.84235,328.555
792,320.31796,400.7033333333334
793,397.53363,374.745
794,363.38394,322.0833333333333
795,327.43668,372.8333333333333
796,382.7126,333.366
797,337.17242,316.58000000000004
798,325.93286,280.71666666666664
799,293.94864,142.69333333333336
800,225.96367,67.22
801,195.19548,62.67499999999999
802,171.55513,56.19833333333335
803,146.76807,70.60333333333332
804,147.52588,77.815
805,147.089,88.08
806,152.40305,71.03833333333334
807,143.30037,60.86000000000001
808,138.11092,76.70666666666666
809,146.37688,156.14666666666665
810,188.29414,336.7425
811,335.2339,441.8366666666666
812,415.67468,375.9166666666667
813,352.38443,319.68
814,324.12024,269.54
815,296.203,253.372
816,290.84793,269.91166666666663
817,290.95056,276.8933333333334
818,290.79578,253.38166666666663
819,267.89236,246.84500000000003
820,262.66254,267.75500000000005
821,280.48492,308.87600000000003
822,315.7807,267.4433333333333
823,274.04327,99.004
824,206.65198,38.595000000000006
825,161.90341,38.04166666666666
826,139.24419,22.80666666666667
827,107.37827,29.10166666666667
828,73.87594,46.428
829,97.841255,71.84
830,137.71173,75.586
831,148.18646,67.95333333333333
832,143.30939,183.145
833,205.0008,293.03833333333336
834,284.9735,256.035
835,252.44835,287.12
836,293.03986,296.96200000000005
837,303.39496,337.31666666666666
838,343.79886,299.075
839,306.74023,270.52500000000003
840,292.7358,232.97333333333327
841,267.2198,226.74
842,259.50677,243.145
843,262.81943,254.9283333333333
844,268.03998,286.07
845,294.92328,301.56166666666667
846,308.88538,255.38
847,273.1914,116.485
848,207.21126,38.53833333333333
849,146.38184,30.953333333333333
850,121.566124,36.106
851,110.23222,24.535
852,76.76327,13.313333333333334
853,38.48383,15.78
854,28.031519,16.826666666666664
855,25.991146,20.311666666666664
856,49.436073,107.72666666666667
857,135.6493,243.28166666666667
858,255.11989,287.9783333333333
859,304.37173,346.56333333333333
860,359.7389,341.81666666666666
861,342.70102,334.8
862,343.37244,312.64500000000004
863,338.99826,343.13400000000007
864,370.1424,379.9266666666667
865,399.37152,367.5916666666667
866,381.74802,363.83
867,381.1765,370.24
868,387.62836,344.096
869,361.4264,341.1383333333333
870,362.38858,304.50666666666666
871,330.52142,212.49666666666664
872,265.6858,69.0
873,186.8379,51.298333333333325
874,148.92093,48.24333333333333
875,121.1426,134.49166666666667
876,176.76878,111.988
877,165.04886,44.92166666666666
878,115.88474,53.336666666666666
879,120.6502,88.61
880,143.45822,352.1133333333334
881,360.863,459.44166666666666
882,429.17615,494.87
883,473.40305,536.4933333333332
884,511.90448,483.578
885,471.97528,429.0116666666666
886,432.9696,432.52333333333326
887,444.13467,416.805
888,428.29352,438.9066666666667
889,450.03043,459.34833333333336
890,461.6809,459.758
891,458.55975,458.55
892,458.6372,489.8783333333333
893,487.01413,433.34
894,433.00146,436.535
895,446.31473,316.0383333333333
896,336.88196,129.344
897,252.4391,118.63666666666668
898,225.27373,102.605
899,185.26044,179.01666666666665
900,210.40831,164.1833333333333
901,191.65813,97.61
902,161.6878,120.79833333333336
903,167.21931,146.84799999999998
904,177.57155,239.87833333333336
905,237.87068,418.8033333333333
906,421.23145,457.094
907,431.6598,476.185
908,471.08163,480.3133333333333
909,474.0883,503.4383333333333
910,492.78796,454.23
911,451.05273,414.98333333333335
912,425.47327,396.1433333333334
913,413.26755,352.9766666666667
914,373.81665,368.7633333333333
915,394.2842,333.958
916,353.36823,431.408
917,459.42392,401.8133333333333
918,405.39078,387.8766666666667
919,398.50015,320.1716666666667
920,335.01715,415.32
921,451.5693,386.722
922,390.0434,186.324
923,265.25122,120.73833333333334
924,233.93205,109.825
925,206.53801,145.78799999999998
926,190.8648,177.47333333333333
927,199.66624,156.3216666666667
928,184.18451,183.7033333333333
929,205.48346,222.88
930,228.80931,250.336
931,245.33264,426.8516666666666
932,451.2287,575.1
933,517.6149,624.005
934,539.58606,669.7
935,546.7522,690.9049999999999
936,548.3461,672.5316666666666
937,547.22577,612.992
938,536.6739,538.78
939,509.3493,482.6566666666668
940,475.64935,410.88
941,420.74896,414.645
942,434.37247,423.6133333333333
943,440.88324,447.692
944,462.06082,212.6816666666667
945,280.93958,158.79166666666666
946,268.99008,110.402
947,221.62868,78.18333333333334
948,170.21207,84.99666666666667
949,160.38039,149.92000000000002
950,190.1585,114.075
951,171.55678,74.92166666666668
952,150.40228,160.94400000000002
953,194.11324,406.6983333333333
954,415.65475,503.315
955,453.01672,487.9633333333333
956,452.99304,468.5125000000001
957,452.02338,452.9
958,454.07477,389.42
959,404.45535,328.185
960,358.3337,291.2
961,334.88824,285.6383333333334
962,329.87503,294.5783333333334
963,332.7992,287.18
964,320.70374,244.124
965,283.6546,239.34833333333333
966,275.8349,235.18400000000003
967,270.54172,115.18833333333332
968,207.26604,61.475
969,156.42964,38.97
970,120.35617,23.822
971,89.095314,17.201666666666668
972,64.011475,24.171666666666667
973,39.628105,28.425
974,48.135628,33.22
975,89.83505,29.47
976,97.73867,143.49333333333334
977,192.54578,242.22000000000003
978,256.81122,315.6683333333333
979,321.80997,339.59666666666675
980,346.6229,342.24666666666667
981,355.86566,283.4183333333333
982,313.32425,307.49666666666667
983,338.92215,294.07
984,326.55865,284.52666666666664
985,318.6488,305.985
986,336.7549,291.93
987,324.36,292.29833333333335
988,325.57568,310.798
989,339.695,321.90500000000003
990,347.49036,309.37333333333333
991,330.529,132.39333333333337
992,227.55373,64.37666666666667
993,172.36891,27.741666666666664
994,124.43325,24.598333333333333
995,95.795,25.6
996,74.43975,21.488
997,39.858055,41.12499999999999
998,84.180504,43.47
999,122.163246,38.29166666666666
1000,116.22098,168.89833333333334
1001,207.35306,323.69666666666666
1002,327.00388,343.6666666666667
1003,330.53564,356.24666666666667
1004,353.94763,388.3083333333333
1005,396.7619,332.8766666666667
1006,350.01086,339.0366666666667
1007,365.38748,346.7483333333334
1008,369.53595,338.9766666666667
1009,361.11465,359.45166666666665
1010,382.44916,367.554
1011,385.23038,400.264
1012,416.22235,348.0433333333333
1013,361.22534,316.34666666666664
1014,342.58075,305.57
1015,335.56232,160.65
1016,249.857,73.74999999999999
1017,190.44997,28.076
1018,134.83603,22.683333333333334
1019,101.50852,25.648333333333337
1020,67.66694,20.31166666666667
1021,37.287937,30.186
1022,69.47471,25.645
1023,75.9768,36.104
1024,78.97098,202.52166666666668
1025,213.41216,272.13
1026,287.73578,245.6733333333333
1027,268.98657,272.81166666666667
1028,293.98947,223.84666666666664
1029,259.22797,262.2633333333333
1030,279.0969,298.27833333333336
1031,316.0061,283.0466666666667
