time,T,Rn,H,P,CO2
2019-07-09 17:00:00,33.46333333333333,0.099999999999999,38.0,101.36333333333332,39.66666666666666
2019-07-09 18:00:00,33.49,0.15,37.66666666666666,101.3338,50.5
2019-07-09 19:00:00,33.18,0.161666666666666,39.333333333333336,101.33183333333334,50.66666666666666
2019-07-09 20:00:00,33.315,3.451666666666667,40.66666666666666,101.34033333333332,53.833333333333336
2019-07-09 21:00:00,32.846666666666664,11.556666666666668,41.333333333333336,101.38933333333334,53.0
2019-07-09 22:00:00,32.56166666666667,10.511666666666663,41.66666666666666,101.378,46.66666666666666
2019-07-09 23:00:00,32.4,3.51,42.0,101.374,42.5
2019-07-10 00:00:00,32.245000000000005,8.996666666666666,42.833333333333336,101.3585,42.0
2019-07-10 01:00:00,32.29666666666667,8.383333333333333,43.0,101.3455,45.66666666666666
2019-07-10 02:00:00,32.4,6.66,42.0,101.3275,44.5
2019-07-10 03:00:00,32.438,5.4,41.6,101.3236,44.6
2019-07-10 04:00:00,32.716,7.104000000000001,41.2,101.315,44.6
2019-07-10 05:00:00,32.46333333333333,10.818333333333332,40.833333333333336,101.30866666666668,44.333333333333336
2019-07-10 06:00:00,32.620000000000005,20.936,41.0,101.3184,44.8
2019-07-10 07:00:00,32.528333333333336,23.05666666666667,40.833333333333336,101.349,50.5
2019-07-10 08:00:00,33.21666666666667,14.393333333333333,42.66666666666666,101.375,60.833333333333336
2019-07-10 09:00:00,33.49666666666666,16.116666666666664,41.333333333333336,101.37333333333332,49.0
2019-07-10 10:00:00,33.79333333333333,14.023333333333332,41.333333333333336,101.3605,46.16666666666666
2019-07-10 11:00:00,33.916666666666664,24.91,40.66666666666666,101.32766666666669,45.66666666666666
2019-07-10 12:00:00,34.75000000000001,17.878333333333334,39.833333333333336,101.31083333333332,43.66666666666666
2019-07-10 13:00:00,34.031666666666666,5.606666666666666,39.66666666666666,101.27266666666668,42.5
2019-07-10 14:00:00,33.998333333333335,13.315,38.333333333333336,101.242,43.333333333333336
2019-07-10 15:00:00,35.413333333333334,12.201666666666666,33.666666666666664,101.24533333333332,43.66666666666666
2019-07-10 16:00:00,35.495,12.603333333333332,33.5,101.2375,42.5
2019-07-10 17:00:00,35.476,9.692000000000002,32.6,101.214,43.0
2019-07-10 18:00:00,35.476,4.884,33.2,101.2094,52.0
2019-07-10 19:00:00,35.89666666666667,14.023333333333332,32.0,101.21,46.66666666666666
2019-07-10 20:00:00,35.461666666666666,6.348333333333333,32.166666666666664,101.20366666666666,43.16666666666666
2019-07-10 21:00:00,35.098333333333336,1.106666666666666,33.5,101.23183333333331,43.66666666666666
2019-07-10 22:00:00,34.946666666666665,5.916666666666667,33.5,101.25533333333333,42.833333333333336
2019-07-10 23:00:00,34.660000000000004,10.848333333333334,33.333333333333336,101.26666666666668,41.66666666666666
2019-07-11 00:00:00,34.59333333333334,9.123333333333331,34.0,101.26316666666666,42.833333333333336
2019-07-11 01:00:00,34.57833333333333,14.733333333333334,35.333333333333336,101.2455,43.5
2019-07-11 02:00:00,34.48166666666667,12.233333333333333,36.0,101.2085,43.5
2019-07-11 03:00:00,34.45,0.86,36.0,101.18866666666666,42.833333333333336
2019-07-11 04:00:00,34.7,2.033333333333333,36.333333333333336,101.1955,55.333333333333336
2019-07-11 05:00:00,34.27833333333333,11.896666666666668,36.833333333333336,101.21666666666668,55.5
2019-07-11 06:00:00,34.495999999999995,16.718,36.2,101.2318,49.0
2019-07-11 07:00:00,34.73,15.781666666666666,35.666666666666664,101.252,48.0
2019-07-11 08:00:00,35.31666666666666,13.008333333333333,35.166666666666664,101.27416666666667,49.833333333333336
2019-07-11 09:00:00,35.58166666666666,11.216666666666669,34.833333333333336,101.2775,52.333333333333336
2019-07-11 10:00:00,36.28333333333334,28.48333333333333,35.0,101.2955,48.16666666666666
2019-07-11 11:00:00,36.35,19.355,35.166666666666664,101.30400000000002,49.0
2019-07-11 12:00:00,36.263333333333335,17.751666666666665,34.666666666666664,101.28716666666666,45.333333333333336
2019-07-11 13:00:00,36.56666666666667,17.87666666666667,34.666666666666664,101.26283333333332,47.333333333333336
2019-07-11 14:00:00,36.345,18.246666666666663,34.333333333333336,101.23716666666668,46.5
2019-07-11 15:00:00,36.43333333333333,10.106666666666667,34.0,101.20833333333331,45.16666666666666
2019-07-11 16:00:00,36.165,11.153333333333334,33.833333333333336,101.19816666666668,45.5
2019-07-11 17:00:00,36.75,19.94,33.333333333333336,101.18866666666666,44.833333333333336
2019-07-11 18:00:00,36.333333333333336,14.701666666666666,32.833333333333336,101.18483333333332,45.66666666666666
2019-07-11 19:00:00,36.65,9.766666666666666,33.833333333333336,101.20566666666669,51.16666666666666
2019-07-11 20:00:00,35.84,3.324,33.8,101.2226,48.0
2019-07-11 21:00:00,35.436,8.284,33.4,101.258,48.4
2019-07-11 22:00:00,35.51666666666666,9.8,33.333333333333336,101.23083333333334,49.333333333333336
2019-07-11 23:00:00,34.96666666666667,4.87,33.0,101.19933333333334,48.66666666666666
2019-07-12 00:00:00,35.065,7.400000000000001,33.0,101.1775,48.5
2019-07-12 01:00:00,34.848333333333336,10.17,33.166666666666664,101.14516666666664,47.0
2019-07-12 02:00:00,34.715,6.289999999999999,33.5,101.13466666666666,44.833333333333336
2019-07-12 03:00:00,34.61166666666667,10.476666666666668,33.0,101.13183333333336,44.0
2019-07-12 04:00:00,34.54833333333334,3.2,33.0,101.13316666666668,45.16666666666666
2019-07-12 05:00:00,34.54666666666667,10.848333333333333,33.166666666666664,101.15116666666668,48.16666666666666
2019-07-12 06:00:00,34.26333333333333,15.846666666666666,33.333333333333336,101.18666666666668,46.66666666666666
2019-07-12 10:00:00,35.795,18.2625,34.5,101.3045,55.25
2019-07-12 11:00:00,36.083333333333336,18.523333333333333,34.5,101.32066666666668,64.66666666666667
2019-07-12 12:00:00,36.06666666666667,14.733333333333333,34.5,101.33383333333332,50.333333333333336
2019-07-12 13:00:00,35.7,9.8,34.0,101.3445,51.5
2019-07-12 19:00:00,26.5,0.15,61.0,101.243,33.5
2019-07-12 20:00:00,34.43,1.9533333333333327,34.833333333333336,101.33766666666666,51.16666666666666
2019-07-12 21:00:00,35.11333333333334,9.736666666666666,33.5,101.38633333333335,46.0
2019-07-12 22:00:00,34.74166666666667,5.180000000000001,33.833333333333336,101.4185,42.5
2019-07-12 23:00:00,34.28,3.451666666666666,36.333333333333336,101.385,44.333333333333336
2019-07-13 00:00:00,33.13166666666667,6.660000000000001,39.16666666666666,101.31133333333332,47.16666666666666
2019-07-13 01:00:00,33.098333333333336,6.29,38.66666666666666,101.2775,41.833333333333336
2019-07-13 02:00:00,33.477999999999994,8.804,39.0,101.2322,41.0
2019-07-13 03:00:00,33.120000000000005,8.284,38.8,101.2128,41.6
2019-07-13 04:00:00,33.546666666666674,5.24,38.0,101.22749999999998,42.0
2019-07-13 05:00:00,33.428333333333335,13.651666666666666,37.833333333333336,101.29516666666667,42.5
2019-07-13 06:00:00,33.946666666666665,3.571666666666666,37.5,101.33183333333334,44.16666666666666
2019-07-13 07:00:00,34.098333333333336,7.026666666666666,37.0,101.349,47.66666666666666
2019-07-13 08:00:00,34.56333333333334,6.29,36.833333333333336,101.376,47.333333333333336
2019-07-13 09:00:00,34.81166666666667,5.609999999999999,34.166666666666664,101.3855,47.0
2019-07-13 10:00:00,35.166666666666664,6.226666666666667,33.666666666666664,101.42583333333334,45.66666666666666
2019-07-13 11:00:00,35.26666666666667,1.843333333333333,33.5,101.4355,47.5
2019-07-13 12:00:00,34.79833333333334,3.511666666666667,33.166666666666664,101.40749999999998,44.66666666666666
2019-07-13 13:00:00,35.215,3.201666666666667,33.0,101.37516666666666,41.333333333333336
2019-07-13 14:00:00,34.578333333333326,2.033333333333333,33.5,101.36333333333332,40.833333333333336
2019-07-13 15:00:00,34.598333333333336,2.153333333333333,33.666666666666664,101.33933333333334,40.66666666666666
2019-07-13 16:00:00,34.69833333333333,4.25,34.166666666666664,101.3305,40.833333333333336
2019-07-13 17:00:00,34.318,2.138,35.4,101.357,41.0
2019-07-13 18:00:00,34.38,1.843333333333333,37.0,101.41533333333332,41.66666666666666
2019-07-13 19:00:00,33.836,2.51,37.4,101.3942,41.6
2019-07-13 20:00:00,33.57666666666666,1.843333333333333,38.5,101.37116666666668,42.0
